INFO - [20170216005933]Searching Facebook post using 3rd party app - this will take around 5 mins
INFO - [20170216005933]Adding JSON results to arraylist
INFO - [20170216005935] Searching Facebook post 382641862106263
INFO - [20170216005935] Searching Facebook post 256180214827515
INFO - [20170216005935] Searching Facebook post 1017172148426635
INFO - [20170216005935] Searching Facebook post 763056680513941
INFO - [20170216005935] Searching Facebook post 971366079629719
INFO - [20170216005935] Searching Facebook post 814773508660621
INFO - [20170216005935] Searching Facebook post 1767593766900514
INFO - [20170216005935] Searching Facebook post 236111640183181
INFO - [20170216005935] Searching Facebook post 600925243441854
INFO - [20170216005935] Searching Facebook post 1094621630682872
INFO - [20170216005935] Searching Facebook post 1177566359024070
INFO - [20170216005935] Searching Facebook post 1217339428361432
INFO - [20170216005935] Searching Facebook post 1851568755131046
INFO - [20170216005935] Searching Facebook post 1015828771894306
INFO - [20170216005935] Searching Facebook post 878602868949368
INFO - [20170216005935] Searching Facebook post 1433380903379888
INFO - [20170216005935] Searching Facebook post 1238239269587705
INFO - [20170216005935] Searching Facebook post 977558022388598
INFO - [20170216005935] Searching Facebook post 1307064279332278
INFO - [20170216005935] Searching Facebook post 145301045983071
INFO - [20170216005935] Searching Facebook post 1086793594783055
INFO - [20170216005935] Searching Facebook post 1209073499187960
INFO - [20170216005935] Searching Facebook post 363468227368066
INFO - [20170216005935] Searching Facebook post 460476071007854
INFO - [20170216005935] Searching Facebook post 761932490632123
INFO - [20170216005935] Searching Facebook post 696985397148482
INFO - [20170216005935] Searching Facebook post 892464437522670
INFO - [20170216005935] Searching Facebook post 1857764821104837
INFO - [20170216005935] Searching Facebook post 1728265737485214
INFO - [20170216005935] Searching Facebook post 1336857676370716
INFO - [20170216005935] Searching Facebook post 386393611720689
INFO - [20170216005935] Searching Facebook post 1857293584485294
INFO - [20170216005935] Searching Facebook post 1177805222340516
INFO - [20170216005935] Searching Facebook post 1780690222257780
INFO - [20170216005935] Searching Facebook post 1084716591657422
INFO - [20170216005935] Searching Facebook post 855835524556957
INFO - [20170216005935] Searching Facebook post 818701068268171
INFO - [20170216005935] Searching Facebook post 918524531616137
INFO - [20170216005935] Searching Facebook post 1250014685094650
INFO - [20170216005935] Searching Facebook post 1591508067545506
INFO - [20170216005935] Searching Facebook post 1556547334359944
INFO - [20170216005935] Searching Facebook post 939779176208285
INFO - [20170216005935] Searching Facebook post 1316502931769088
INFO - [20170216005935] Searching Facebook post 1856534891227830
INFO - [20170216005935] Searching Facebook post 890543537714760
INFO - [20170216005935] Searching Facebook post 748073568681518
INFO - [20170216005935] Searching Facebook post 1303614976371782
INFO - [20170216005935] Searching Facebook post 1159056860879444
INFO - [20170216005935] Searching Facebook post 1590839990933831
INFO - [20170216005935] Searching Facebook post 458049227917205
INFO - Crawl done. Converting results to Java hashmap
INFO - Now converting to JSON string
INFO - Processing done. Updated folder name
